name_customer,cust_number,invoice_id,total_open_amount,due_in_date,clear_date,Notes
WAL-MAR llc,200769623,1930776681,1356.36,27-04-2020,24-04-2020,abhinav
TARG associates,200744019,1930592852,119834.8,19-03-2020,19-03-2020,abhinav
LOB foundation,140104409,2960631832,231462.12,11-05-2020,16-05-2020,abhinav
SMART &  foundation,200707741,1930611105,17051.68,20-03-2020,22-03-2020,abhinav
WAL-MAR trust,200769623,1930601276,55024.57,20-03-2020,19-03-2020,abhinav
WINC co,200706844,1930861410,59529.07,20-05-2020,20-05-2020,abhinav
ALBER us,200750051,1930673920,54923.9,04-04-2020,03-04-2020,abhinav
RA associates,200704045,1930876975,69541.58,22-05-2020,23-05-2020,abhinav
WAL-MAR systems,200769623,1930605233,3797.1,20-03-2020,16-03-2020,abhinav
DOLLA in,200148860,1930732918,56642.03,18-04-2020,14-04-2020,abhinav
WA trust,200697207,1930586503,57034.21,17-03-2020,17-03-2020,abhinav
US  foundation,200778355,1930640946,16537.32,27-03-2020,25-03-2020,abhinav
ASSOCIAT us,200772670,1930791305,106526.72,30-04-2020,30-04-2020,abhinav
M B  associates,200741174,1930638152,1045.14,26-03-2020,24-03-2020,abhinav
SAFEW systems,200772595,1930793963,6084.49,30-04-2020,01-05-2020,abhinav
TARG ,200744019,1930750716,13792.38,20-04-2020,20-04-2020,abhinav
SA associates,200759878,1930683333,13509.53,07-04-2020,04-04-2020,abhinav
KRAS associates,200770677,1930594365,39726.53,08-05-2020,08-05-2020,abhinav
BEN E associates,200980828,1930839139,56077.48,16-05-2020,14-05-2020,abhinav
C&S WH associates,200762301,1930807997,20399.55,05-05-2020,05-05-2020,abhinav
COST foundation,200794332,1930715081,46656.91,12-04-2020,11-04-2020,abhinav
RESTA co,200974851,1930690113,8320.33,07-04-2020,06-04-2020,abhinav
H E BUT llc,200761734,1930670116,3785.74,03-04-2020,23-03-2020,abhinav
COST systems,200794332,1930670910,4807.9,03-04-2020,02-04-2020,abhinav
WAL-MAR systems,200769623,1930652960,194.95,31-03-2020,27-03-2020,abhinav
ASSOCIAT ,200772670,1930706149,79136.86,10-04-2020,09-04-2020,abhinav
WAL-MAR ,200769623,1930636653,2321.7,26-03-2020,22-03-2020,abhinav
COST foundation,200794332,1930849303,9086.04,19-05-2020,16-05-2020,abhinav
PIGGLY systems,200797984,1930661560,22570.66,02-04-2020,02-04-2020,abhinav
C&S WH corp,200762301,1930715546,699.22,02-06-2020,24-05-2020,abhinav
MITCH foundation,200799342,1930737030,259.72,18-04-2020,16-04-2020,abhinav
WAL-MAR trust,200769623,1930654722,40897.61,01-04-2020,02-04-2020,abhinav
WAL-MAR ,200769623,1930754086,55006.54,21-04-2020,18-04-2020,abhinav
C&S WH us,200762301,1930784335,61866.63,29-04-2020,27-04-2020,abhinav
WAL-MAR corporation,200769623,1930822917,46305.33,10-05-2020,28-04-2020,abhinav
BJ'S  foundation,200726979,1930587814,732.11,18-03-2020,29-03-2020,abhinav
ARMY foundation,200754118,1930793547,30282.26,06-05-2020,08-05-2020,abhinav
KROGER corp,200875006,1930773835,90690.1,25-04-2020,24-04-2020,abhinav
GORDO us,200782001,1930808691,74906.7,06-05-2020,02-05-2020,abhinav
BJ'S  us,200726979,1930712378,439.9,12-04-2020,11-05-2020,abhinav
WAL-MAR trust,200769623,1930809455,61308.68,07-05-2020,06-05-2020,abhinav
KROGE corporation,200776463,1930658086,15632.23,30-03-2020,02-04-2020,abhinav
DECA foundation,200002965,1930807927,11021.21,09-05-2020,06-05-2020,abhinav
COSTCO foundation,140104429,2960620125,5473.27,23-03-2020,03-04-2020,abhinav
METRO  ,140104423,2960624573,57843.9,18-04-2020,24-04-2020,abhinav
SA corp,200759878,1930847182,14444.38,18-05-2020,15-05-2020,abhinav
GORDO llc,200782001,1930667389,39658.44,02-04-2020,31-03-2020,abhinav
AM associates,200418007,1930739615,5340.72,22-04-2020,21-04-2020,abhinav
ASSOCIAT llc,200772670,1930713409,73313.27,11-04-2020,10-04-2020,abhinav
WAL-M corp,140106408,2960632420,55976.22,12-05-2020,19-05-2020,abhinav
BJ'S  in,200726979,1930647447,482.58,28-03-2020,27-03-2020,abhinav
SPAR foundation,200712187,1930769646,68938.1,24-04-2020,28-04-2020,abhinav
BAKEMAR trust,200124634,1930838839,5377,09-05-2020,09-05-2020,abhinav
WAL-MAR foundation,200769623,1930858985,62319.46,20-05-2020,16-05-2020,abhinav
SYSCO FO in,200780825,1930586515,2327.41,17-03-2020,14-03-2020,abhinav
C&S WH us,200762301,1930818835,7062.65,10-05-2020,12-05-2020,abhinav
AM corporation,200418007,1930653241,86.88,24-05-2020,25-05-2020,abhinav
COST corporation,200794332,1930829953,40455.53,15-05-2020,11-05-2020,abhinav
ASSOCIAT systems,200772670,1930738274,32140.62,17-04-2020,15-04-2020,abhinav
C&S WH us,200762301,1930760558,61994.78,24-04-2020,16-04-2020,abhinav
WAL-MAR associates,200769623,1930630878,6627.53,26-03-2020,24-03-2020,abhinav
WAL-MAR in,200769623,1930585361,15328.67,18-03-2020,19-03-2020,abhinav
WAL-MAR llc,200769623,1930882532,8216.39,27-05-2020,30-05-2020,abhinav
WAL-MAR systems,200769623,1930653358,67166.64,30-03-2020,26-03-2020,abhinav
PEA systems,200455322,1930700261,24816.74,27-04-2020,28-04-2020,abhinav
AFFILI llc,200779051,1930684577,85780.37,07-04-2020,08-04-2020,abhinav
C&S WH systems,200762301,1930833364,96106.13,15-05-2020,15-05-2020,abhinav
M systems,200793830,1930636935,55400.29,25-03-2020,25-03-2020,abhinav
WAL-MAR co,200769623,1930652549,1898.2,31-03-2020,27-03-2020,abhinav
CONSO trust,200790165,1930577713,7257.6,13-03-2020,13-03-2020,abhinav
WAL-MAR trust,200769623,1930638525,54003.45,26-03-2020,22-03-2020,abhinav
COST corp,200794332,1930723472,41789.42,15-04-2020,16-04-2020,abhinav
KENNETH foundation,200729828,1930610801,43562.29,21-03-2020,21-03-2020,abhinav
WAL-MAR ,200769623,1930580481,226.5,15-03-2020,21-03-2020,abhinav
WAL-MAR co,200769623,1930819856,64262.9,10-05-2020,10-05-2020,abhinav
WAL-MAR us,200769623,1930773090,661.11,26-04-2020,23-04-2020,abhinav
WAL-MAR corp,200769623,1930681375,17943.54,06-04-2020,10-04-2020,abhinav
WAL-MAR corp,200769623,1930722799,52551.27,15-04-2020,13-04-2020,abhinav
WAL-MAR ,200769623,1930819151,46621.03,08-05-2020,22-04-2020,abhinav
BELLS  llc,200737422,1930774829,14429.15,29-04-2020,27-04-2020,abhinav
BJ'S  systems,200726979,1930830296,991.86,13-05-2020,15-05-2020,abhinav
WAKE corp,200704858,1930624861,14037.44,25-03-2020,31-03-2020,abhinav
PERFOR corp,200673194,1930580402,19918.72,19-03-2020,15-04-2020,abhinav
KRAFT  us,CCU001,2960622713,27924.36,24-04-2020,29-04-2020,abhinav
SA trust,200759878,1930848648,69359.9,17-05-2020,17-05-2020,abhinav
WAL-MAR in,200769623,1930750039,6861.01,20-04-2020,29-04-2020,abhinav
SA co,200759878,1930755176,15005.29,22-04-2020,23-04-2020,abhinav
SYSCO  co,200785971,1930649469,31115.74,31-03-2020,26-03-2020,abhinav
C ,200778870,1930767967,10315.14,24-04-2020,24-04-2020,abhinav
WAL-MAR corporation,200769623,1930758626,58935.57,22-04-2020,20-04-2020,abhinav
WAL-MAR llc,200769623,1930855464,4175.15,19-05-2020,22-05-2020,abhinav
KEHE  llc,200760666,1930871154,4652.64,27-05-2020,27-05-2020,abhinav
WAL-MAR systems,200769623,1930576648,14300.88,15-03-2020,17-03-2020,abhinav
SA ,200759878,1930713269,29183.92,14-04-2020,05-05-2020,abhinav
LOB co,140104409,2960621170,90060.48,06-04-2020,06-04-2020,abhinav
OK corporation,200739534,1930800372,33448.02,03-05-2020,03-05-2020,abhinav
WAL-MAR systems,200769623,1930774711,1620.99,27-04-2020,20-04-2020,abhinav
AM ,200418007,1930665643,1166.04,23-05-2020,31-05-2020,abhinav
DEC trust,200416837,1930676093,1255.97,23-03-2020,18-03-2020,abhinav
NASH  trust,200777735,1930747459,852.16,07-06-2020,06-06-2020,abhinav
DEC ,200803720,1930617774,86.16,11-03-2020,12-03-2020,abhinav
SA llc,200759878,1930842586,68937.74,15-05-2020,17-05-2020,abhinav
DEC corp,200416837,1930858316,4107.8,24-05-2020,17-05-2020,abhinav
AFFILI llc,200779051,1930760626,15599.56,22-04-2020,19-04-2020,abhinav
AM ,200418007,1930799876,10547.2,04-05-2020,05-05-2020,abhinav
C&S WH co,200762301,1930747228,120499.97,18-04-2020,19-04-2020,abhinav
WAL-MAR trust,200769623,1930802247,13772.01,04-05-2020,09-05-2020,abhinav
C&S WH us,200762301,1930670939,60173.1,03-04-2020,01-04-2020,abhinav
BJ'S  trust,200726979,1930786427,20874.91,01-05-2020,30-04-2020,abhinav
WAL-MAR in,200769623,1930779993,28984.2,29-04-2020,20-04-2020,abhinav
COSTCO corp,140104429,2960618229,2201.38,14-03-2020,22-03-2020,abhinav
WAL-MAR ,200769623,1930718121,61.29,14-04-2020,15-04-2020,abhinav
SA trust,200759878,1930713322,120572.97,13-05-2020,14-05-2020,abhinav
WAL-MAR us,200769623,1930713343,51474,12-04-2020,15-04-2020,abhinav
SA systems,200759878,1930740200,14163.92,22-04-2020,22-04-2020,abhinav
WAL-MAR us,200769623,1930690877,46256.43,08-04-2020,08-04-2020,abhinav
KROGER corp,200793513,1930652669,23511.97,29-03-2020,31-03-2020,abhinav
WAL-MAR corporation,200769623,1930604907,6663.1,20-03-2020,17-03-2020,abhinav
AM in,200418007,1930564969,1680,05-05-2020,08-05-2020,abhinav
PUBLI foundation,200707822,1930677228,133307.77,07-04-2020,04-04-2020,abhinav
SA corporation,200759878,1930638164,23012.27,26-03-2020,25-03-2020,abhinav
NASH  us,200777735,1930712251,48132.21,11-04-2020,09-04-2020,abhinav
SYSCO F llc,200763814,1930577558,29314.88,13-03-2020,12-03-2020,abhinav
SA associates,200729942,1930568141,21544.32,14-03-2020,14-03-2020,abhinav
SUPE corporation,200793568,1930848619,44489.54,16-05-2020,12-05-2020,abhinav
BJ'S  systems,200726979,1930686402,717.8,07-04-2020,16-04-2020,abhinav
WAL-MAR foundation,200769623,1930738173,17566.66,19-04-2020,17-04-2020,abhinav
C&S WH in,200762301,1930627432,32630.85,25-03-2020,24-03-2020,abhinav
WAL-MAR foundation,200769623,1930885337,4821.77,27-05-2020,24-05-2020,abhinav
METRO  associates,140104423,2960622016,125558.86,30-03-2020,06-04-2020,abhinav
WAL-MAR trust,200769623,1930586091,56461.4,17-03-2020,13-03-2020,abhinav
WAL-MAR us,200769623,1930750268,41975.58,20-04-2020,21-04-2020,abhinav
SPAR us,200712187,1930832122,82879.14,12-05-2020,12-05-2020,abhinav
LOB foundation,140104409,2960621309,179125.74,26-03-2020,04-04-2020,abhinav
WINC ,200706844,1930814302,38899.53,08-05-2020,05-05-2020,abhinav
WAL-MAR corporation,200769623,1930798293,8641.8,03-05-2020,02-05-2020,abhinav
SO trust,140104440,2960619932,74611.13,20-03-2020,25-03-2020,abhinav
DEC foundation,200803720,1930863123,10021.56,24-05-2020,01-06-2020,abhinav
SUPE corp,200793568,1930654837,3281.71,31-03-2020,10-04-2020,abhinav
SHERM'S  ,200793319,1930858289,9261.08,21-05-2020,24-05-2020,abhinav
PUBLI llc,200707822,1930874499,140571.26,21-05-2020,21-05-2020,abhinav
WAL-MAR foundation,200769623,1930799767,2321.7,07-05-2020,03-05-2020,abhinav
ROU co,200790107,1930581952,86395.16,14-03-2020,15-03-2020,abhinav
WAL-MAR us,200769623,1930884842,47923.75,26-05-2020,23-05-2020,abhinav
COSTCO trust,140104429,2960620882,1980.33,27-03-2020,27-03-2020,abhinav
WAL-MAR associates,200769623,1930848126,12353.5,17-05-2020,20-05-2020,abhinav
WEIS systems,200771157,1930751845,15796.37,21-04-2020,20-04-2020,abhinav
LOB foundation,140104409,2960617750,28410.77,16-03-2020,19-03-2020,abhinav
DEC associates,200803720,1930691456,9910.65,08-04-2020,07-04-2020,abhinav
WAL-MAR ,200769623,1930606011,9251.77,21-03-2020,20-03-2020,abhinav
SA in,200759878,1930798090,64675.33,04-05-2020,08-05-2020,abhinav
AM corp,200418007,1930830976,1088.88,16-05-2020,14-05-2020,abhinav
DECA trust,200230690,1930599708,29108.75,08-03-2020,06-03-2020,abhinav
WAL-MAR in,200769623,1930584941,2982.64,17-03-2020,18-03-2020,abhinav
DEC in,200803720,1930773312,9700.36,08-04-2020,07-04-2020,abhinav
TARG ,200744019,1930723393,4468.55,14-04-2020,13-04-2020,abhinav
PUBLI corp,200707822,1930611547,67011.22,21-03-2020,21-03-2020,abhinav
COST associates,200794332,1930746909,13114.9,21-04-2020,09-05-2020,abhinav
C&S WH systems,200762301,1930818758,32498.69,08-05-2020,10-05-2020,abhinav
SHAM foundation,200708411,1930817846,23236.14,08-05-2020,11-05-2020,abhinav
DI in,200769369,1930709309,11040.96,13-04-2020,09-04-2020,abhinav
COST us,200794332,1930772802,11871.54,25-04-2020,24-04-2020,abhinav
JRD us,200781803,1930681805,3753.89,09-04-2020,24-04-2020,abhinav
WAL-MAR co,200769623,1930647249,2916.31,30-03-2020,28-03-2020,abhinav
WAL-MAR in,200769623,1930786367,3539.16,01-05-2020,15-05-2020,abhinav
WAL-MAR corporation,200769623,1930717484,8241.48,15-04-2020,25-04-2020,abhinav
SA co,200759878,1930725521,13444.91,16-04-2020,21-04-2020,abhinav
METRO  llc,140104423,2960617264,48268.71,15-03-2020,23-04-2020,abhinav
GROC llc,200915438,1930658193,6297.48,05-04-2020,03-04-2020,abhinav
FAMILY foundation,200786288,1930781754,46706.22,01-05-2020,30-04-2020,abhinav
ASSOCIAT co,200772670,1930792341,65781.48,30-04-2020,30-04-2020,abhinav
ASSOCI llc,200277896,1930775588,64594.33,20-04-2020,21-04-2020,abhinav
AM corporation,200418007,1930690738,4102.34,10-04-2020,05-04-2020,abhinav
BJ'S  llc,200726979,1930689814,3254.78,07-04-2020,03-04-2020,abhinav
WAL-M in,140106408,2960632030,74643.34,13-05-2020,18-05-2020,abhinav
SA foundation,200729942,1930624415,1931.87,13-05-2020,18-05-2020,abhinav
WAL-MAR associates,200769623,1930823959,1414.69,09-05-2020,07-05-2020,abhinav
MEIJ corp,200780383,1930746592,32402.22,19-04-2020,26-04-2020,abhinav
WAL-MAR foundation,200769623,1930850076,498.68,20-05-2020,21-05-2020,abhinav
KROGER corp,200793513,1930723220,115275.96,14-04-2020,17-04-2020,abhinav
ALLIED associates,200341093,1930631566,56628,20-03-2020,17-03-2020,abhinav
HEIN systems,CC6050,1991842096,18120.14,14-06-2020,18-06-2020,abhinav
GO llc,200721222,1930774513,65423.85,26-04-2020,26-04-2020,abhinav
SHAWS  in,200275115,1930772599,55090.53,26-04-2020,20-04-2020,abhinav
WAL-MAR ,200769623,1930847212,9722.8,19-05-2020,14-05-2020,abhinav
WAL-MAR systems,200769623,1930667613,14396.14,04-04-2020,07-04-2020,abhinav
DEC corp,200416837,1930599376,238.44,24-03-2020,17-03-2020,abhinav
H T H ,200078795,1930764384,1873.11,23-04-2020,23-04-2020,abhinav
DOT co,200705742,1930760039,32981.7,22-04-2020,21-04-2020,abhinav
WAL-MAR corp,200769623,1930859437,35583.13,22-05-2020,25-05-2020,abhinav
BJ'S  systems,200726979,1930752366,284.89,19-04-2020,19-04-2020,abhinav
INGL in,200759082,1930825844,86845.86,09-05-2020,08-05-2020,abhinav
C&S WH associates,200762301,1930828067,20329.91,13-05-2020,10-05-2020,abhinav
C&S WH associates,200762301,1930830138,21662.1,12-05-2020,13-05-2020,abhinav
WAL-MAR foundation,200769623,1930773547,11056.78,26-04-2020,22-04-2020,abhinav
M co,200793830,1930842286,94060.07,15-05-2020,16-05-2020,abhinav
WAL-MAR foundation,200769623,1930743505,1933.76,18-04-2020,22-04-2020,abhinav
WAL-MAR foundation,200769623,1930800316,5963.21,08-05-2020,18-05-2020,abhinav
WAL-MAR systems,200769623,1930747333,3703.19,21-04-2020,18-04-2020,abhinav
SA ,200759878,1930651463,2348.04,30-03-2020,27-03-2020,abhinav
W H ,200386051,1930722725,21718.56,16-04-2020,19-04-2020,abhinav
SHAWS  llc,200275115,1930797748,147954.89,02-05-2020,01-05-2020,abhinav
C&S WH systems,200762301,1930744754,37058.83,08-06-2020,10-06-2020,abhinav
DELHAIZE foundation,100031704,1930585587,9460.32,16-03-2020,15-03-2020,abhinav
DEC trust,200416837,1930858031,3026.75,24-05-2020,24-05-2020,abhinav
AFFILI us,200779051,1930763634,19230.39,11-06-2020,18-06-2020,abhinav
MAINES associates,200765011,1930615244,30636.41,24-03-2020,28-03-2020,abhinav
HAR associates,200762950,1930821975,73912.56,09-05-2020,14-05-2020,abhinav
WAL-MAR co,200769623,1930802163,388.29,06-05-2020,04-05-2020,abhinav
C&S WH trust,200762301,1930582776,17902.74,15-03-2020,16-03-2020,abhinav
TARG us,200744019,1930830244,8162.45,13-05-2020,12-05-2020,abhinav
SMITH'S llc,200820380,1930822886,3478.84,09-05-2020,09-05-2020,abhinav
WAL-MAR us,200769623,1930673875,1991.84,05-04-2020,01-04-2020,abhinav
MDV/ corp,200792734,1930654985,17055.9,31-03-2020,01-04-2020,abhinav
C&S WH systems,200762301,1930802604,3046.81,24-06-2020,29-05-2020,abhinav
C&S WH ,200762301,1930738794,92101.2,17-04-2020,17-04-2020,abhinav
WAL-MAR associates,200769623,1930713179,8660.96,11-04-2020,10-04-2020,abhinav
SA co,200759878,1930710574,15005.29,12-04-2020,13-04-2020,abhinav
CHEN ,200799180,1930598938,36632.48,20-03-2020,20-03-2020,abhinav
SYSCO F associates,200763814,1930608215,3620.47,20-03-2020,20-03-2020,abhinav
DECA foundation,200353024,1930689554,166.2,08-04-2020,08-04-2020,abhinav
WAL-MAR in,200769623,1930854894,776.81,19-05-2020,21-05-2020,abhinav
BJ'S  foundation,200726979,1930829609,114.61,11-05-2020,12-05-2020,abhinav
UPPER co,200708511,1930783910,21041.34,02-05-2020,02-05-2020,abhinav
SAFEW trust,200772595,1930671121,28225.4,04-04-2020,31-03-2020,abhinav
WAL-MAR associates,200769623,1930576952,40934.91,13-03-2020,13-03-2020,abhinav
OK llc,200739534,1930823859,71050.18,09-05-2020,07-05-2020,abhinav
WAL-MAR us,200769623,1930801110,13559.49,06-05-2020,04-05-2020,abhinav
GROC systems,200915438,1930788627,7178,04-05-2020,05-05-2020,abhinav
KROGE llc,200776463,1930828761,36962.87,11-05-2020,10-05-2020,abhinav
DECA ,200230690,1930670427,4827.95,23-03-2020,25-03-2020,abhinav
TARG corporation,200744019,1930862540,17920.74,23-05-2020,24-05-2020,abhinav
REINHA corporation,200756072,1930641718,8143.2,28-03-2020,28-03-2020,abhinav
SUPE systems,200936373,1930817238,104939.26,08-05-2020,07-05-2020,abhinav
KROGER corporation,200729290,1930582491,14189.05,15-03-2020,14-03-2020,abhinav
WAL-MAR associates,200769623,1930718241,94162.88,15-04-2020,15-04-2020,abhinav
WAL-MAR co,200769623,1930629578,54193.38,25-03-2020,24-03-2020,abhinav
WALG associates,200712105,1930767812,52450.07,23-04-2020,20-04-2020,abhinav
WAL-MAR us,200769623,1930581878,25104.04,16-03-2020,17-03-2020,abhinav
SOB foundation,140104249,2960628389,6140.37,07-05-2020,11-05-2020,abhinav
WAL-MAR systems,200769623,1930714622,3564.01,13-04-2020,28-04-2020,abhinav
AL ,200739006,1930639485,21300,27-03-2020,28-03-2020,abhinav
HAR co,200762950,1930821977,67614.47,09-05-2020,08-05-2020,abhinav
MEIJ ,200780383,1930694438,40688.52,08-04-2020,11-04-2020,abhinav
JRD llc,200781803,1930681245,3885.04,09-04-2020,04-04-2020,abhinav
WAL-MAR us,200769623,1930668387,2083.56,04-04-2020,11-04-2020,abhinav
COST llc,200794332,1930575264,51407.61,14-03-2020,14-03-2020,abhinav
RA associates,200704045,1930681880,71010.8,04-04-2020,06-04-2020,abhinav
US  foundation,200357714,1930774617,10378.17,25-04-2020,23-04-2020,abhinav
DOT corporation,200705742,1930594636,22803.1,23-03-2020,30-03-2020,abhinav
C&S WH corporation,200762301,1930777958,114140.2,29-04-2020,02-05-2020,abhinav
SAVE M foundation,200775094,1930586793,64903.42,17-03-2020,17-03-2020,abhinav
SUPE trust,200793568,1930754602,21941.17,21-04-2020,22-04-2020,abhinav
SA in,200759878,1930761284,14257.42,25-04-2020,28-04-2020,abhinav
SYSCO  corporation,200714710,1930670445,1858.67,03-04-2020,31-03-2020,abhinav
WAL-MAR corporation,200769623,1930712156,26247.52,12-04-2020,12-04-2020,abhinav
KEHE  co,200760666,1930773826,2051.72,19-06-2020,15-06-2020,abhinav
MEIJ llc,200780383,1930632918,21302.1,14-05-2020,14-05-2020,abhinav
WAL-MAR corporation,200769623,1930661209,18234.04,02-04-2020,03-04-2020,abhinav
MCL us,200799367,1930778616,77767.5,27-04-2020,26-04-2020,abhinav
WAL-MAR trust,200769623,1930725401,10097.86,16-04-2020,14-04-2020,abhinav
WAL-MAR foundation,200769623,1930883166,3403.8,24-05-2020,20-05-2020,abhinav
WAL-M corp,140106408,2960620493,60286.98,25-03-2020,16-04-2020,abhinav
WAL-MAR us,200769623,1930714985,43645.56,12-04-2020,13-04-2020,abhinav
WINKLE trust,200712836,1930722603,45572.23,15-04-2020,13-04-2020,abhinav
REINHA corporation,200756072,1930652061,20087.61,31-03-2020,07-04-2020,abhinav
SAFEW in,200772595,1930685579,67902.1,07-04-2020,05-04-2020,abhinav
SYSCO  foundation,200714710,1930580060,12564.77,17-03-2020,16-03-2020,abhinav
COSTCO systems,140104429,2960618321,42580.61,14-03-2020,20-03-2020,abhinav
MATOS corp,200711460,1990572526,17384.75,12-05-2020,20-05-2020,abhinav
MEIJ systems,200780383,1930833914,5306.85,14-05-2020,14-05-2020,abhinav
SA systems,200759878,1930660065,28936.27,02-04-2020,03-04-2020,abhinav
AM llc,200418007,1930804251,7574.28,25-06-2020,24-06-2020,abhinav
SKID foundation,200468954,1930747449,140285.37,18-04-2020,18-04-2020,abhinav
BEN  us,200725421,1930717260,27550.76,15-04-2020,21-04-2020,abhinav
